ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	135 	2.0 	0.008251
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	59 	163.2 	0.050076
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	59 	163.2 	0.001456
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	59 	163.2 	0.000151
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	59 	163.2 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	59 	163.2 	0.001573
ABMODEL_GROUP 	srb 	59 	163.2 	0.000151
ABMODEL_GROUP 	sulfox 	59 	163.2 	0.047027
ABMODEL_GROUP 	amo 	59 	163.2 	0.019118
ABMODEL_GROUP 	methox 	59 	163.2 	0.050076
ABMODEL_GROUP 	feo 	59 	163.2 	0.000539
ABMODEL_GROUP 	methanogens 	59 	163.2 	1.4e-05
ABMODEL_GROUP 	anme 	59 	163.2 	0.883076
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	60 	160.9 	0.000543
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	60 	160.9 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	60 	160.9 	0.877625
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	60 	160.9 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	60 	160.9 	0.020018
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	60 	160.9 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	60 	160.9 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	60 	160.9 	1.6e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	60 	160.9 	0.046135
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	60 	160.9 	0.052412
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	60 	160.9 	0.001454
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	60 	160.9 	0.000152
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	60 	160.9 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	60 	160.9 	0.001645
ABMODEL_GROUP 	srb 	60 	160.9 	0.000152
ABMODEL_GROUP 	sulfox 	60 	160.9 	0.049234
ABMODEL_GROUP 	amo 	60 	160.9 	0.020018
ABMODEL_GROUP 	methox 	60 	160.9 	0.052412
ABMODEL_GROUP 	feo 	60 	160.9 	0.000543
ABMODEL_GROUP 	methanogens 	60 	160.9 	1.6e-05
ABMODEL_GROUP 	anme 	60 	160.9 	0.877625
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	61 	158.7 	0.000547
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	61 	158.7 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	61 	158.7 	0.872186
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	61 	158.7 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	61 	158.7 	0.020917
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	61 	158.7 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	61 	158.7 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	61 	158.7 	1.8e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	61 	158.7 	0.048266
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	61 	158.7 	0.054742
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	61 	158.7 	0.001454
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	61 	158.7 	0.000153
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	61 	158.7 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	61 	158.7 	0.001718
ABMODEL_GROUP 	srb 	61 	158.7 	0.000153
ABMODEL_GROUP 	sulfox 	61 	158.7 	0.051438
ABMODEL_GROUP 	amo 	61 	158.7 	0.020917
ABMODEL_GROUP 	methox 	61 	158.7 	0.054742
ABMODEL_GROUP 	feo 	61 	158.7 	0.000547
ABMODEL_GROUP 	methanogens 	61 	158.7 	1.8e-05
ABMODEL_GROUP 	anme 	61 	158.7 	0.872186
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	62 	156.6 	0.00055
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	62 	156.6 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	62 	156.6 	0.866391
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	62 	156.6 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	62 	156.6 	0.021659
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	62 	156.6 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	62 	156.6 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	62 	156.6 	2e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	62 	156.6 	0.050642
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	62 	156.6 	0.057342
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	62 	156.6 	0.001453
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	62 	156.6 	0.000154
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	62 	156.6 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	62 	156.6 	0.001789
ABMODEL_GROUP 	srb 	62 	156.6 	0.000154
ABMODEL_GROUP 	sulfox 	62 	156.6 	0.053884
ABMODEL_GROUP 	amo 	62 	156.6 	0.021659
ABMODEL_GROUP 	methox 	62 	156.6 	0.057342
ABMODEL_GROUP 	feo 	62 	156.6 	0.00055
ABMODEL_GROUP 	methanogens 	62 	156.6 	2e-05
ABMODEL_GROUP 	anme 	62 	156.6 	0.866391
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	63 	154.6 	0.000552
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	63 	154.6 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	63 	154.6 	0.858534
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	63 	154.6 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	63 	154.6 	0.021561
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	63 	154.6 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	63 	154.6 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	63 	154.6 	2.1e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	63 	154.6 	0.054407
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	63 	154.6 	0.061463
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	63 	154.6 	0.001449
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	63 	154.6 	0.000155
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	63 	154.6 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	63 	154.6 	0.001858
ABMODEL_GROUP 	srb 	63 	154.6 	0.000155
ABMODEL_GROUP 	sulfox 	63 	154.6 	0.057714
ABMODEL_GROUP 	amo 	63 	154.6 	0.021561
ABMODEL_GROUP 	methox 	63 	154.6 	0.061463
ABMODEL_GROUP 	feo 	63 	154.6 	0.000552
ABMODEL_GROUP 	methanogens 	63 	154.6 	2.1e-05
ABMODEL_GROUP 	anme 	63 	154.6 	0.858534
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	64 	152.6 	0.000553
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	64 	152.6 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	64 	152.6 	0.850893
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	64 	152.6 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	64 	152.6 	0.021485
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	64 	152.6 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	64 	152.6 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	64 	152.6 	2.3e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	64 	152.6 	0.05806
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	64 	152.6 	0.06546
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	64 	152.6 	0.001444
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	64 	152.6 	0.000156
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	64 	152.6 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	64 	152.6 	0.001926
ABMODEL_GROUP 	srb 	64 	152.6 	0.000156
ABMODEL_GROUP 	sulfox 	64 	152.6 	0.06143
ABMODEL_GROUP 	amo 	64 	152.6 	0.021485
ABMODEL_GROUP 	methox 	64 	152.6 	0.06546
ABMODEL_GROUP 	feo 	64 	152.6 	0.000553
ABMODEL_GROUP 	methanogens 	64 	152.6 	2.3e-05
ABMODEL_GROUP 	anme 	64 	152.6 	0.850893
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	65 	150.6 	0.000555
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	65 	150.6 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	65 	150.6 	0.84314
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	65 	150.6 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	65 	150.6 	0.021393
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	65 	150.6 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	65 	150.6 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	65 	150.6 	2.5e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	65 	150.6 	0.061776
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	65 	150.6 	0.069522
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	65 	150.6 	0.001439
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	65 	150.6 	0.000156
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	65 	150.6 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	65 	150.6 	0.001994
ABMODEL_GROUP 	srb 	65 	150.6 	0.000156
ABMODEL_GROUP 	sulfox 	65 	150.6 	0.065209
ABMODEL_GROUP 	amo 	65 	150.6 	0.021393
ABMODEL_GROUP 	methox 	65 	150.6 	0.069522
ABMODEL_GROUP 	feo 	65 	150.6 	0.000555
ABMODEL_GROUP 	methanogens 	65 	150.6 	2.5e-05
ABMODEL_GROUP 	anme 	65 	150.6 	0.84314
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	66 	148.7 	0.000555
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	66 	148.7 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	66 	148.7 	0.835372
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	66 	148.7 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	66 	148.7 	0.021311
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	66 	148.7 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	66 	148.7 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	66 	148.7 	2.7e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	66 	148.7 	0.065497
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	66 	148.7 	0.073585
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	66 	148.7 	0.001434
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	66 	148.7 	0.000157
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	66 	148.7 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	66 	148.7 	0.002062
ABMODEL_GROUP 	srb 	66 	148.7 	0.000157
ABMODEL_GROUP 	sulfox 	66 	148.7 	0.068992
ABMODEL_GROUP 	amo 	66 	148.7 	0.021311
ABMODEL_GROUP 	methox 	66 	148.7 	0.073585
ABMODEL_GROUP 	feo 	66 	148.7 	0.000555
ABMODEL_GROUP 	methanogens 	66 	148.7 	2.7e-05
ABMODEL_GROUP 	anme 	66 	148.7 	0.835372
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	67 	146.8 	0.000556
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	67 	146.8 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	67 	146.8 	0.827748
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	67 	146.8 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	67 	146.8 	0.021233
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	67 	146.8 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	67 	146.8 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	67 	146.8 	2.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	67 	146.8 	0.069144
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	67 	146.8 	0.07757
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	67 	146.8 	0.001431
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	67 	146.8 	0.000158
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	67 	146.8 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	67 	146.8 	0.002131
ABMODEL_GROUP 	srb 	67 	146.8 	0.000158
ABMODEL_GROUP 	sulfox 	67 	146.8 	0.072707
ABMODEL_GROUP 	amo 	67 	146.8 	0.021233
ABMODEL_GROUP 	methox 	67 	146.8 	0.07757
ABMODEL_GROUP 	feo 	67 	146.8 	0.000556
ABMODEL_GROUP 	methanogens 	67 	146.8 	2.9e-05
ABMODEL_GROUP 	anme 	67 	146.8 	0.827748
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	68 	145.0 	0.000556
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	68 	145.0 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	68 	145.0 	0.820218
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	68 	145.0 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	68 	145.0 	0.021147
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	68 	145.0 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	68 	145.0 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	68 	145.0 	3.1e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	68 	145.0 	0.072759
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	68 	145.0 	0.081506
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	68 	145.0 	0.001425
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	68 	145.0 	0.000158
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	68 	145.0 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	68 	145.0 	0.0022
ABMODEL_GROUP 	srb 	68 	145.0 	0.000158
ABMODEL_GROUP 	sulfox 	68 	145.0 	0.076384
ABMODEL_GROUP 	amo 	68 	145.0 	0.021147
ABMODEL_GROUP 	methox 	68 	145.0 	0.081506
ABMODEL_GROUP 	feo 	68 	145.0 	0.000556
ABMODEL_GROUP 	methanogens 	68 	145.0 	3.1e-05
ABMODEL_GROUP 	anme 	68 	145.0 	0.820218
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	69 	143.3 	0.000557
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	69 	143.3 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	69 	143.3 	0.812666
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	69 	143.3 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	69 	143.3 	0.021077
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	69 	143.3 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	69 	143.3 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	69 	143.3 	3.2e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	69 	143.3 	0.076372
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	69 	143.3 	0.085446
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	69 	143.3 	0.001422
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	69 	143.3 	0.000159
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	69 	143.3 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	69 	143.3 	0.002268
ABMODEL_GROUP 	srb 	69 	143.3 	0.000159
ABMODEL_GROUP 	sulfox 	69 	143.3 	0.080062
ABMODEL_GROUP 	amo 	69 	143.3 	0.021077
ABMODEL_GROUP 	methox 	69 	143.3 	0.085446
ABMODEL_GROUP 	feo 	69 	143.3 	0.000557
ABMODEL_GROUP 	methanogens 	69 	143.3 	3.2e-05
ABMODEL_GROUP 	anme 	69 	143.3 	0.812666
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	70 	141.5 	0.000555
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	70 	141.5 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	70 	141.5 	0.80578
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	70 	141.5 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	70 	141.5 	0.020922
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	70 	141.5 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	70 	141.5 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	70 	141.5 	3.3e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	70 	141.5 	0.07972
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	70 	141.5 	0.089099
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	70 	141.5 	0.001413
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	70 	141.5 	0.000159
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	70 	141.5 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	70 	141.5 	0.00232
ABMODEL_GROUP 	srb 	70 	141.5 	0.000159
ABMODEL_GROUP 	sulfox 	70 	141.5 	0.083453
ABMODEL_GROUP 	amo 	70 	141.5 	0.020922
ABMODEL_GROUP 	methox 	70 	141.5 	0.089099
ABMODEL_GROUP 	feo 	70 	141.5 	0.000555
ABMODEL_GROUP 	methanogens 	70 	141.5 	3.3e-05
ABMODEL_GROUP 	anme 	70 	141.5 	0.80578
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	71 	139.8 	0.000556
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	71 	139.8 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	71 	139.8 	0.798375
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	71 	139.8 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	71 	139.8 	0.020845
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	71 	139.8 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	71 	139.8 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	71 	139.8 	3.5e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	71 	139.8 	0.08327
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	71 	139.8 	0.092963
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	71 	139.8 	0.001409
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	71 	139.8 	0.000159
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	71 	139.8 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	71 	139.8 	0.00239
ABMODEL_GROUP 	srb 	71 	139.8 	0.000159
ABMODEL_GROUP 	sulfox 	71 	139.8 	0.087069
ABMODEL_GROUP 	amo 	71 	139.8 	0.020845
ABMODEL_GROUP 	methox 	71 	139.8 	0.092963
ABMODEL_GROUP 	feo 	71 	139.8 	0.000556
ABMODEL_GROUP 	methanogens 	71 	139.8 	3.5e-05
ABMODEL_GROUP 	anme 	71 	139.8 	0.798375
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	72 	138.2 	0.000555
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	72 	138.2 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	72 	138.2 	0.791068
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	72 	138.2 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	72 	138.2 	0.020774
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	72 	138.2 	-0.0
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	72 	138.2 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	72 	138.2 	3.6e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	72 	138.2 	0.086774
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	72 	138.2 	0.09677
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	72 	138.2 	0.001405
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	72 	138.2 	0.00016
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	72 	138.2 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	72 	138.2 	0.002458
ABMODEL_GROUP 	srb 	72 	138.2 	0.00016
ABMODEL_GROUP 	sulfox 	72 	138.2 	0.090637
ABMODEL_GROUP 	amo 	72 	138.2 	0.020774
ABMODEL_GROUP 	methox 	72 	138.2 	0.09677
ABMODEL_GROUP 	feo 	72 	138.2 	0.000555
ABMODEL_GROUP 	methanogens 	72 	138.2 	3.6e-05
ABMODEL_GROUP 	anme 	72 	138.2 	0.791068
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	73 	136.6 	0.000553
